churn,sexo,idoso,possui parceiro,possui dependentes,tempo contrato,servico telefone,multiplas linhas,servico internet,suporte tecnico,streaming tv,streaming filmes,contrato conta,preco diario,cobrancas mensais,total de encargos,excedente a mensalidade,churn_label
1,Masculino,0,0,1,1,0,0,DSL,0,0,0,Mensal,0.8,25.3,25.3,0.0,Saíram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.9,20.9,0.0,Permaneceram
0,Feminino,0,0,0,24,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.4,527.4,506.9,Permaneceram
0,Masculino,0,1,0,50,0,0,DSL,1,1,0,Um ano,1.5,44.4,2188.4,2144.0,Permaneceram
0,Feminino,0,0,0,51,1,1,Fibra optica,1,1,1,Um ano,3.7,111.5,5703.2,5591.8,Permaneceram
0,Feminino,0,0,0,3,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,199.8,130.0,Permaneceram
0,Feminino,0,0,1,1,1,0,DSL,1,0,0,Mensal,1.8,54.5,54.5,0.0,Permaneceram
0,Masculino,0,1,0,53,1,1,DSL,1,1,0,Um ano,2.6,77.4,4156.0,4078.6,Permaneceram
1,Feminino,1,0,0,47,1,1,Fibra optica,0,0,0,Mensal,2.8,85.2,3969.4,3884.2,Saíram
1,Masculino,0,1,0,10,1,1,Fibra optica,0,1,0,Mensal,2.9,85.6,813.8,728.2,Saíram
1,Feminino,0,1,1,1,1,0,DSL,0,0,0,Mensal,1.7,50.4,50.4,0.0,Saíram
0,Feminino,1,0,0,40,1,1,Fibra optica,1,1,1,Um ano,3.5,103.8,4188.4,4084.6,Permaneceram
0,Feminino,0,0,0,61,1,1,Fibra optica,0,0,1,Mensal,3.0,89.2,5500.6,5411.4,Permaneceram
0,Feminino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.5,45.2,45.2,0.0,Permaneceram
1,Feminino,0,0,0,46,1,0,DSL,1,0,0,Dois anos,1.8,54.4,2460.2,2405.8,Saíram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,69.6,69.6,0.0,Saíram
0,Masculino,0,1,1,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,112.2,8041.6,7929.4,Permaneceram
0,Masculino,0,1,1,11,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.4,250.8,230.4,Permaneceram
0,Feminino,0,1,1,25,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.1,486.0,466.0,Permaneceram
0,Masculino,1,0,0,18,1,1,Fibra optica,1,1,0,Mensal,3.1,93.9,1743.9,1650.0,Permaneceram
0,Masculino,0,1,1,62,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.4,1297.4,1276.9,Permaneceram
0,Feminino,0,0,0,55,1,0,DSL,0,0,0,Um ano,1.5,45.0,2462.6,2417.5,Permaneceram
1,Feminino,0,0,0,22,1,1,Fibra optica,1,1,0,Mensal,3.0,90.0,1993.8,1903.8,Saíram
0,Feminino,0,1,0,55,1,1,Fibra optica,0,1,0,Mensal,3.1,94.4,5073.1,4978.7,Permaneceram
0,Masculino,0,0,0,28,1,1,Fibra optica,0,1,1,Um ano,3.3,100.2,2688.4,2588.2,Permaneceram
1,Masculino,1,0,0,3,0,0,DSL,0,0,1,Mensal,1.4,41.2,132.2,91.0,Saíram
0,Masculino,0,0,0,62,0,0,DSL,1,0,0,Dois anos,1.5,43.7,2618.3,2574.6,Permaneceram
1,Masculino,0,0,0,1,1,0,Fibra optica,0,1,1,Mensal,3.0,90.6,90.6,0.0,Saíram
0,Masculino,0,0,0,13,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,268.4,248.4,Permaneceram
0,Feminino,0,0,0,22,1,0,Fibra optica,1,0,1,Mensal,3.0,89.0,1886.2,1797.2,Permaneceram
0,Masculino,1,0,0,24,1,1,Fibra optica,0,0,0,Mensal,2.7,80.5,2088.4,2008.0,Permaneceram
1,Feminino,1,0,0,41,1,1,Fibra optica,0,1,1,Mensal,3.8,113.2,4689.5,4576.3,Saíram
0,Feminino,0,0,0,17,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.9,323.2,303.2,Permaneceram
0,Feminino,0,0,0,5,0,0,DSL,0,1,1,Mensal,1.7,51.0,229.4,178.4,Permaneceram
0,Masculino,0,1,0,45,1,0,DSL,0,0,0,Dois anos,1.8,53.3,2296.2,2243.0,Permaneceram
0,Feminino,0,1,0,12,1,1,DSL,0,1,1,Um ano,2.6,78.8,876.8,797.9,Permaneceram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,19.6,0.0,Permaneceram
0,Feminino,0,1,1,60,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.2,1103.2,1084.0,Permaneceram
1,Feminino,0,0,0,1,1,0,Fibra optica,0,1,1,Mensal,3.0,90.6,90.6,0.0,Saíram
1,Feminino,0,0,1,4,1,0,Fibra optica,1,1,1,Mensal,3.3,98.1,396.3,298.2,Saíram
0,Feminino,0,1,1,14,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,1046.5,976.3,Permaneceram
0,Feminino,0,0,0,51,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,997.0,977.1,Permaneceram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.4,19.4,0.0,Permaneceram
0,Feminino,0,1,1,23,1,0,Fibra optica,1,0,0,Mensal,2.8,84.4,1936.8,1852.4,Permaneceram
0,Feminino,0,0,0,72,1,1,DSL,1,1,1,Dois anos,2.9,86.6,6350.5,6263.9,Permaneceram
0,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.2,19.2,0.0,Permaneceram
0,Masculino,0,1,0,30,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.7,587.1,566.4,Permaneceram
0,Masculino,0,1,1,69,1,0,DSL,0,0,0,Dois anos,2.0,59.8,4069.9,4010.2,Permaneceram
0,Masculino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.2,20.2,0.0,Permaneceram
0,Feminino,0,0,0,5,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.6,99.6,80.0,Permaneceram
0,Masculino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.7,49.8,49.8,0.0,Permaneceram
1,Masculino,0,0,0,2,1,1,Fibra optica,0,0,0,Mensal,2.7,82.0,184.6,102.6,Saíram
0,Masculino,0,0,0,13,1,1,Fibra optica,1,1,1,Mensal,3.4,100.8,1313.2,1212.5,Permaneceram
1,Masculino,0,1,0,71,1,1,Fibra optica,1,1,1,Dois anos,3.6,108.6,7690.9,7582.3,Saíram
0,Masculino,0,0,0,8,1,1,DSL,0,1,0,Mensal,2.0,59.2,436.6,377.4,Permaneceram
0,Masculino,0,0,0,7,1,0,DSL,1,1,0,Mensal,2.1,64.3,446.0,381.6,Permaneceram
0,Masculino,0,1,1,25,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.6,411.2,391.5,Permaneceram
0,Masculino,0,0,1,32,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.5,696.8,676.3,Permaneceram
1,Feminino,0,0,0,11,1,1,Fibra optica,1,1,0,Mensal,3.0,90.2,988.0,897.8,Saíram
0,Feminino,0,1,0,2,1,0,Fibra optica,0,0,0,Mensal,2.3,70.4,120.2,49.9,Permaneceram
0,Masculino,0,1,1,13,0,0,DSL,1,0,0,Dois anos,1.4,40.6,590.4,549.8,Permaneceram
0,Masculino,1,1,0,72,1,1,Fibra optica,1,0,0,Dois anos,3.1,93.0,6735.0,6642.0,Permaneceram
0,Feminino,0,0,0,39,0,0,DSL,1,0,0,Um ano,1.3,40.3,1630.4,1590.1,Permaneceram
0,Masculino,0,1,1,6,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,377.8,308.0,Permaneceram
0,Feminino,0,0,1,31,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.1,589.2,569.2,Permaneceram
0,Feminino,0,1,1,59,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.5,1222.6,1203.2,Permaneceram
1,Feminino,0,0,0,5,1,1,Fibra optica,0,1,0,Mensal,3.0,90.8,455.5,364.7,Saíram
0,Masculino,0,1,0,27,1,1,DSL,1,1,1,Um ano,2.7,80.8,2204.4,2123.5,Permaneceram
0,Feminino,0,1,1,8,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.5,159.4,139.8,Permaneceram
0,Masculino,0,0,1,39,0,0,DSL,1,1,0,Um ano,1.5,45.0,1790.6,1745.6,Permaneceram
0,Feminino,0,0,0,4,1,1,DSL,0,0,0,Mensal,1.7,50.7,214.6,163.9,Permaneceram
0,Feminino,0,1,1,51,0,0,DSL,1,0,0,Dois anos,1.1,34.2,1782.0,1747.8,Permaneceram
1,Masculino,0,1,0,4,1,1,Fibra optica,0,0,0,Mensal,2.5,74.6,301.4,226.7,Saíram
0,Masculino,0,1,0,3,1,1,Nao disponivel,0,0,0,Mensal,0.8,23.6,89.0,65.4,Permaneceram
0,Feminino,0,0,0,59,1,1,Fibra optica,0,0,0,Mensal,2.8,83.2,4949.1,4865.8,Permaneceram
0,Masculino,0,0,0,37,1,0,DSL,1,0,0,Dois anos,2.2,65.6,2313.8,2248.2,Permaneceram
0,Feminino,1,0,0,7,1,0,DSL,0,1,0,Mensal,2.2,65.0,493.6,428.7,Permaneceram
0,Feminino,0,0,0,6,0,0,DSL,1,0,1,Mensal,1.7,51.0,307.6,256.7,Permaneceram
0,Feminino,0,0,0,7,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.2,129.2,108.9,Permaneceram
0,Masculino,0,0,0,9,1,1,Fibra optica,0,0,0,Mensal,2.5,75.8,724.6,648.8,Permaneceram
0,Feminino,0,0,0,4,1,1,Nao disponivel,0,0,0,Um ano,0.8,23.9,97.5,73.6,Permaneceram
0,Masculino,0,1,1,46,1,1,Fibra optica,0,0,0,Mensal,2.7,80.0,3769.7,3689.7,Permaneceram
1,Masculino,0,0,0,1,1,0,DSL,0,0,0,Mensal,1.5,45.8,45.8,0.0,Saíram
1,Feminino,1,0,0,64,1,0,DSL,1,1,0,Dois anos,2.3,70.2,4481.0,4410.8,Saíram
0,Masculino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.8,114.4,8375.0,8260.6,Permaneceram
0,Feminino,1,0,0,28,1,1,DSL,1,0,0,Mensal,2.1,64.4,1867.6,1803.2,Permaneceram
0,Feminino,0,1,0,9,1,0,Fibra optica,0,0,1,Mensal,2.7,79.8,769.1,689.4,Permaneceram
0,Masculino,0,0,0,1,0,0,DSL,0,0,0,Mensal,0.8,24.4,24.4,0.0,Permaneceram
0,Masculino,0,0,0,19,1,0,Nao disponivel,0,0,0,Um ano,0.6,18.8,279.2,260.4,Permaneceram
0,Masculino,1,1,0,71,1,0,Fibra optica,1,0,1,Dois anos,3.2,95.5,6707.2,6611.6,Permaneceram
1,Masculino,0,0,0,2,1,0,DSL,0,0,0,Mensal,1.6,47.8,92.4,44.7,Saíram
0,Masculino,0,0,0,2,1,0,Fibra optica,0,1,1,Mensal,3.3,100.2,198.5,98.3,Permaneceram
1,Masculino,0,1,0,3,1,0,Fibra optica,0,0,0,Mensal,2.3,70.3,208.8,138.6,Saíram
0,Masculino,0,0,0,18,1,0,DSL,1,0,0,Mensal,1.8,55.2,1058.1,1002.9,Permaneceram
1,Masculino,0,1,0,3,0,0,DSL,0,0,1,Mensal,1.2,35.2,99.8,64.6,Saíram
0,Feminino,0,1,1,2,0,0,DSL,0,0,0,Mensal,1.0,30.2,63.8,33.5,Permaneceram
0,Masculino,0,0,0,22,1,1,Fibra optica,0,1,1,Mensal,3.4,100.6,2416.0,2315.3,Permaneceram
1,Feminino,0,1,0,9,1,0,Fibra optica,0,1,1,Mensal,3.0,89.4,853.1,763.6,Saíram
0,Feminino,0,0,0,2,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,123.8,53.6,Permaneceram
1,Masculino,1,1,0,17,1,0,Fibra optica,0,0,1,Mensal,2.7,81.5,1329.2,1247.7,Saíram
0,Masculino,0,0,0,20,0,0,DSL,1,1,0,Mensal,1.8,55.0,1165.6,1110.6,Permaneceram
0,Masculino,0,1,1,4,1,0,DSL,0,0,0,Mensal,1.5,45.2,155.4,110.1,Permaneceram
0,Masculino,0,1,0,71,1,1,DSL,1,1,1,Dois anos,3.0,90.6,6404.0,6313.4,Permaneceram
0,Masculino,0,1,0,44,1,1,Fibra optica,0,0,0,Mensal,2.8,84.8,3626.4,3541.6,Permaneceram
0,Feminino,0,1,0,3,1,1,Fibra optica,0,1,1,Mensal,3.2,94.9,273.2,178.3,Permaneceram
0,Feminino,0,1,1,72,1,1,DSL,1,0,0,Dois anos,2.2,66.8,4760.3,4693.6,Permaneceram
0,Feminino,0,1,1,54,1,1,DSL,1,1,1,Dois anos,3.0,91.3,4965.0,4873.7,Permaneceram
0,Feminino,0,1,0,18,1,0,Fibra optica,0,0,0,Mensal,2.5,74.8,1438.0,1363.2,Permaneceram
0,Masculino,1,0,0,26,1,1,Fibra optica,0,1,1,Mensal,3.1,93.6,2404.1,2310.5,Permaneceram
0,Feminino,0,1,0,53,1,1,Fibra optica,1,0,1,Um ano,3.0,91.2,4862.5,4771.4,Permaneceram
0,Feminino,0,0,0,3,1,0,DSL,0,1,0,Mensal,1.9,57.6,161.4,103.9,Permaneceram
0,Masculino,0,0,0,25,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.6,541.5,520.9,Permaneceram
0,Feminino,0,1,1,72,1,1,DSL,1,1,1,Dois anos,3.0,89.8,6510.4,6420.6,Permaneceram
0,Feminino,0,1,0,53,1,1,Fibra optica,1,1,1,Um ano,3.7,111.8,5809.8,5698.0,Permaneceram
1,Feminino,1,0,1,1,1,0,Fibra optica,0,0,0,Mensal,2.4,71.0,71.0,0.0,Saíram
1,Masculino,0,1,0,18,1,0,DSL,0,0,0,Mensal,1.7,49.6,878.4,828.8,Saíram
0,Masculino,0,0,0,10,1,0,Fibra optica,0,0,0,Mensal,2.7,79.8,887.4,807.5,Permaneceram
1,Feminino,0,0,0,7,1,1,Fibra optica,0,0,0,Mensal,2.5,75.4,480.8,405.3,Saíram
0,Feminino,0,1,0,57,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,1134.2,1114.6,Permaneceram
0,Feminino,0,0,0,8,0,0,DSL,0,0,0,Mensal,1.0,29.2,227.0,197.7,Permaneceram
0,Masculino,0,1,0,33,1,1,Fibra optica,0,0,1,Mensal,3.1,93.4,3092.0,2998.6,Permaneceram
0,Masculino,1,0,0,64,1,1,Fibra optica,0,1,1,Mensal,3.4,103.5,6548.6,6445.2,Permaneceram
0,Masculino,0,0,0,9,1,0,Fibra optica,1,1,1,Mensal,3.2,95.9,827.4,731.6,Permaneceram
0,Masculino,1,1,1,60,1,1,Fibra optica,0,0,0,Mensal,2.7,81.0,4859.1,4778.2,Permaneceram
0,Masculino,0,0,0,54,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,1008.7,989.0,Permaneceram
0,Feminino,0,1,1,46,1,0,Fibra optica,1,0,1,Um ano,3.0,91.0,4236.6,4145.7,Permaneceram
1,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.9,20.9,0.0,Saíram
0,Masculino,0,0,0,6,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.6,116.6,96.0,Permaneceram
0,Masculino,0,0,0,1,1,0,Fibra optica,0,1,0,Mensal,2.7,80.6,80.6,0.0,Permaneceram
0,Masculino,0,0,0,1,1,1,DSL,0,0,0,Mensal,1.7,49.8,49.8,0.0,Permaneceram
0,Feminino,0,0,0,48,1,1,DSL,1,1,0,Um ano,2.5,73.8,3581.4,3507.6,Permaneceram
0,Masculino,0,1,1,45,1,1,Fibra optica,1,1,1,Dois anos,3.7,109.8,4900.6,4790.9,Permaneceram
0,Feminino,0,1,0,37,1,0,Nao disponivel,0,0,0,Um ano,0.7,19.8,717.5,697.6,Permaneceram
0,Masculino,1,0,0,11,1,1,DSL,0,0,0,Mensal,2.0,60.2,663.0,602.7,Permaneceram
0,Masculino,0,1,1,55,1,1,Fibra optica,0,1,0,Mensal,3.0,90.4,5099.2,5008.8,Permaneceram
1,Masculino,1,0,0,12,1,1,Fibra optica,0,1,1,Mensal,3.3,99.4,1200.2,1100.7,Saíram
0,Masculino,0,0,1,39,1,1,Nao disponivel,0,0,0,Um ano,0.8,25.4,958.4,933.0,Permaneceram
0,Masculino,0,0,0,38,1,1,DSL,1,0,0,Mensal,2.3,70.0,2657.6,2587.6,Permaneceram
1,Feminino,0,0,0,15,1,1,DSL,0,0,1,Mensal,2.2,64.6,994.6,929.9,Saíram
0,Feminino,1,1,0,45,1,0,Fibra optica,0,0,1,Mensal,2.9,86.1,3861.4,3775.4,Permaneceram
0,Feminino,0,1,0,72,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.0,1423.6,1403.6,Permaneceram
0,Masculino,0,0,0,1,1,0,Fibra optica,0,0,0,Mensal,2.3,70.4,70.4,0.0,Permaneceram
0,Masculino,0,0,0,16,1,0,Nao disponivel,0,0,0,Dois anos,0.6,19.0,326.8,307.8,Permaneceram
0,Masculino,0,0,0,53,1,0,DSL,0,0,1,Um ano,2.0,61.1,3357.9,3296.8,Permaneceram
1,Feminino,0,1,0,13,0,0,DSL,0,1,1,Mensal,1.6,48.8,633.4,584.6,Saíram
0,Masculino,1,1,1,71,1,1,DSL,1,0,1,Um ano,2.4,72.9,5139.6,5066.8,Permaneceram
0,Masculino,0,1,0,60,1,1,Nao disponivel,0,0,0,Um ano,0.8,24.2,1505.9,1481.8,Permaneceram
0,Masculino,1,1,1,71,1,0,Fibra optica,0,0,0,Um ano,2.9,86.7,6179.4,6092.7,Permaneceram
0,Feminino,0,1,1,14,1,0,Nao disponivel,0,0,0,Dois anos,0.6,18.8,255.6,236.8,Permaneceram
1,Masculino,0,0,0,7,1,1,Fibra optica,0,1,0,Mensal,3.0,89.4,631.8,542.5,Saíram
1,Masculino,1,0,0,50,1,1,Fibra optica,0,1,1,Mensal,3.2,95.7,4816.7,4721.0,Saíram
0,Masculino,0,1,1,69,1,1,Nao disponivel,0,0,0,Dois anos,0.9,26.0,1796.6,1770.6,Permaneceram
1,Feminino,1,0,0,49,1,1,Fibra optica,0,0,1,Mensal,3.0,90.8,4515.8,4425.0,Saíram
0,Masculino,0,1,1,37,1,1,Fibra optica,0,1,0,Mensal,3.1,93.0,3415.2,3322.3,Permaneceram
1,Masculino,0,0,0,43,1,1,Fibra optica,1,1,1,Um ano,3.3,100.0,4211.6,4111.6,Saíram
1,Feminino,0,0,0,4,1,1,Fibra optica,0,1,0,Mensal,2.9,85.6,321.6,236.0,Saíram
0,Masculino,0,1,1,7,0,0,DSL,0,0,0,Dois anos,1.3,38.6,280.0,241.4,Permaneceram
0,Masculino,0,0,0,57,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.6,1252.8,1232.3,Permaneceram
1,Masculino,0,0,0,1,1,1,Fibra optica,0,0,0,Mensal,2.6,79.2,79.2,0.0,Saíram
1,Feminino,1,1,0,8,1,1,Fibra optica,0,0,0,Mensal,2.7,80.6,633.3,552.6,Saíram
0,Feminino,0,1,1,61,1,0,DSL,1,1,1,Dois anos,2.5,73.8,4616.0,4542.2,Permaneceram
0,Feminino,0,0,1,2,1,0,DSL,0,0,0,Mensal,1.7,51.6,106.2,54.6,Permaneceram
0,Feminino,0,1,0,46,1,0,DSL,0,1,1,Mensal,2.3,69.1,3168.0,3098.9,Permaneceram
0,Feminino,0,1,1,64,1,1,Nao disponivel,0,0,0,Dois anos,0.8,24.0,1559.2,1535.1,Permaneceram
0,Feminino,1,1,0,72,1,1,DSL,1,1,1,Dois anos,3.0,89.8,6697.4,6607.5,Permaneceram
1,Masculino,1,1,0,16,1,0,Fibra optica,0,0,0,Mensal,2.5,74.3,1178.2,1104.0,Saíram
1,Masculino,0,0,0,1,1,1,Fibra optica,0,1,0,Mensal,2.8,84.6,84.6,0.0,Saíram
0,Masculino,0,0,0,25,1,0,Fibra optica,0,0,0,Mensal,2.3,69.8,1729.4,1659.6,Permaneceram
0,Feminino,0,0,0,64,1,1,DSL,1,1,1,Dois anos,2.9,86.4,5442.0,5355.7,Permaneceram
0,Masculino,0,1,1,24,1,0,DSL,0,0,0,Um ano,1.9,56.2,1454.2,1398.0,Permaneceram
1,Masculino,0,1,0,14,1,1,Fibra optica,0,1,0,Mensal,2.9,86.1,1235.6,1149.4,Saíram
0,Feminino,1,0,0,15,1,1,Fibra optica,0,1,0,Mensal,3.0,89.0,1288.3,1199.3,Permaneceram
1,Masculino,0,0,0,9,0,0,DSL,0,1,1,Mensal,1.5,45.4,418.8,373.4,Saíram
0,Masculino,1,0,0,69,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.3,1356.3,1336.0,Permaneceram
0,Masculino,1,1,0,50,1,1,Fibra optica,0,1,1,Dois anos,3.5,105.0,5163.3,5058.2,Permaneceram
0,Feminino,0,0,0,12,1,0,Fibra optica,0,0,1,Mensal,2.8,84.6,1017.4,932.8,Permaneceram
1,Feminino,0,1,0,19,1,0,Fibra optica,0,0,0,Mensal,2.4,73.2,1441.1,1367.9,Saíram
0,Feminino,0,0,0,69,1,1,Fibra optica,1,1,1,Dois anos,3.7,110.5,7455.4,7345.0,Permaneceram
0,Feminino,0,1,1,66,1,1,DSL,0,0,0,Mensal,2.2,67.4,4508.6,4441.2,Permaneceram
0,Feminino,0,1,1,5,1,0,DSL,0,0,0,Mensal,1.5,44.8,220.4,175.6,Permaneceram
0,Masculino,0,0,1,3,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,58.3,38.3,Permaneceram
0,Masculino,1,0,0,69,1,1,DSL,1,0,1,Dois anos,2.5,74.1,5031.0,4956.9,Permaneceram
1,Masculino,0,0,0,12,1,1,Fibra optica,0,1,1,Mensal,3.2,96.0,1148.1,1052.0,Saíram
0,Masculino,0,0,0,3,1,0,Nao disponivel,0,0,0,Mensal,0.7,19.6,68.4,48.7,Permaneceram
0,Masculino,0,1,1,17,1,1,Nao disponivel,0,0,0,Dois anos,0.8,25.2,412.6,387.5,Permaneceram
0,Masculino,1,1,0,57,1,1,Fibra optica,0,0,1,Mensal,3.0,89.8,4925.4,4835.5,Permaneceram
1,Feminino,0,0,0,38,1,0,Fibra optica,1,0,0,Mensal,2.8,84.2,3264.5,3180.2,Saíram
0,Masculino,0,0,0,12,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,265.4,245.4,Permaneceram
1,Masculino,1,0,0,24,1,1,Fibra optica,0,0,0,Mensal,2.5,76.1,1712.7,1636.6,Saíram
0,Masculino,1,0,0,63,1,1,Fibra optica,0,1,1,Mensal,3.6,109.4,7031.4,6922.0,Permaneceram
0,Feminino,0,0,0,1,0,0,DSL,0,0,0,Mensal,0.8,25.2,25.2,0.0,Permaneceram
1,Feminino,0,0,0,2,1,0,Fibra optica,0,0,0,Mensal,2.3,69.6,145.2,75.5,Saíram
1,Masculino,0,0,0,36,1,0,DSL,1,0,1,Um ano,2.2,65.4,2498.4,2433.0,Saíram
0,Masculino,0,0,0,18,1,0,Nao disponivel,0,0,0,Mensal,0.7,20.0,358.5,338.4,Permaneceram
0,Masculino,0,1,1,58,1,1,Fibra optica,1,1,1,Um ano,3.5,105.0,6004.8,5899.8,Permaneceram
1,Masculino,0,1,0,42,1,1,Fibra optica,0,1,0,Mensal,3.2,95.2,3959.4,3864.1,Saíram
1,Feminino,0,0,0,5,1,0,Fibra optica,0,1,1,Mensal,3.2,96.2,512.4,416.2,Saíram
1,Feminino,0,1,1,63,1,1,Fibra optica,0,1,0,Mensal,3.4,100.6,6215.4,6114.8,Saíram
0,Masculino,0,1,1,50,1,1,Fibra optica,0,1,1,Um ano,3.6,108.2,5431.4,5323.2,Permaneceram
1,Masculino,0,1,1,6,1,0,DSL,0,0,0,Mensal,1.8,55.3,324.2,269.0,Saíram
1,Feminino,0,0,0,1,1,0,Nao disponivel,0,0,0,Mensal,0.6,19.5,19.5,0.0,Saíram
0,Masculino,0,1,0,27,1,0,Nao disponivel,0,0,0,Dois anos,0.7,19.6,520.6,501.0,Permaneceram
0,Feminino,0,1,0,6,1,0,DSL,0,0,0,Mensal,1.5,45.6,323.4,277.8,Permaneceram
0,Masculino,0,0,0,10,1,1,Nao disponivel,0,0,0,Dois anos,0.9,25.7,251.6,225.9,Permaneceram
0,Masculino,0,1,1,67,1,0,Nao disponivel,0,0,0,Dois anos,0.7,20.8,1411.9,1391.1,Permaneceram
0,Feminino,0,0,0,70,1,0,DSL,1,1,1,Dois anos,2.7,79.6,5589.4,5509.8,Permaneceram
0,Feminino,0,0,1,48,1,0,Nao disponivel,0,0,0,Um ano,0.7,20.0,936.7,916.8,Permaneceram
1,Feminino,0,0,0,16,1,0,Fibra optica,0,0,1,Mensal,3.1,93.2,1573.7,1480.5,Saíram
0,Feminino,0,0,0,13,1,0,Fibra optica,0,0,0,Mensal,2.3,70.2,886.7,816.6,Permaneceram
1,Masculino,0,0,0,5,1,0,Fibra optica,0,1,0,Mensal,2.7,80.6,415.6,335.0,Saíram
0,Feminino,0,1,1,72,1,1,Fibra optica,0,0,0,Dois anos,2.6,79.0,5730.7,5651.6,Permaneceram
0,Feminino,0,1,0,72,1,1,Fibra optica,1,1,1,Dois anos,3.7,110.2,7998.8,7888.6,Permaneceram
0,Masculino,0,0,0,24,1,0,Fibra optica,0,0,1,Mensal,2.7,79.8,2001.0,1921.2,Permaneceram
1,Masculino,0,0,0,1,0,0,DSL,0,1,1,Mensal,1.5,45.3,45.3,0.0,Saíram
0,Feminino,0,1,1,72,1,1,Fibra optica,1,1,1,Dois anos,4.0,118.8,8672.4,8553.7,Permaneceram
0,Feminino,0,1,0,68,1,1,Fibra optica,0,0,0,Dois anos,2.8,84.7,5711.0,5626.4,Permaneceram
1,Feminino,0,0,0,2,1,1,Fibra optica,0,0,0,Mensal,2.5,74.9,147.2,72.2,Saíram
0,Masculino,0,0,1,62,1,1,Fibra optica,1,1,1,Dois anos,3.5,104.0,6590.5,6486.4,Permaneceram
0,Feminino,0,1,1,41,1,0,DSL,1,1,1,Um ano,2.5,74.7,3187.6,3113.0,Permaneceram
0,Feminino,1,1,1,46,1,1,Fibra optica,1,1,1,Mensal,3.7,110.2,4972.1,4861.9,Permaneceram
1,Masculino,1,0,0,3,1,1,Fibra optica,0,0,0,Mensal,2.5,76.0,231.8,155.8,Saíram
0,Masculino,0,0,0,1,1,0,Fibra optica,0,1,1,Mensal,3.0,89.2,89.2,0.0,Permaneceram
0,Masculino,0,1,1,71,1,1,DSL,1,1,1,Dois anos,3.0,91.2,6589.6,6498.4,Permaneceram
1,Feminino,1,1,0,2,1,0,DSL,0,0,0,Mensal,1.7,50.2,115.1,64.9,Saíram
1,Feminino,1,0,0,2,1,0,DSL,0,0,0,Mensal,1.8,54.8,104.2,49.4,Saíram
0,Feminino,0,0,0,60,1,0,DSL,1,1,0,Um ano,2.3,70.2,4224.7,4154.6,Permaneceram
0,Masculino,0,0,0,40,1,1,Fibra optica,0,1,0,Mensal,2.8,84.9,3369.0,3284.2,Permaneceram
0,Masculino,0,1,1,27,1,1,Fibra optica,1,1,0,Mensal,3.4,100.8,2793.6,2692.8,Permaneceram
1,Masculino,0,0,0,3,1,0,DSL,0,0,0,Mensal,1.4,43.3,123.6,80.4,Saíram
0,Feminino,0,1,0,1,0,0,DSL,0,0,0,Mensal,1.0,29.8,29.8,0.0,Permaneceram
1,Masculino,0,1,1,6,1,0,DSL,0,0,0,Mensal,1.5,44.6,260.8,216.2,Saíram
